fid,PSGC_CODE,REGION,PROVINCE,CITY/MUNICIPALITY,BARANGAY,OFFICE,PSGC
12296,"0401022010",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,010_BIGAIN II,010_BATANGAS,"01022010"
12297,"0401022011",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,011_CALANSAYAN,010_BATANGAS,"01022011"
12298,"0401022012",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,012_DAGATAN,010_BATANGAS,"01022012"
12299,"0401022013",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,013_DON LUIS,010_BATANGAS,"01022013"
12300,"0401022014",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,014_GALAMAY-AMO,010_BATANGAS,"01022014"
12301,"0401022015",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,015_LALAYAT,010_BATANGAS,"01022015"
12302,"0401022016",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,016_LAPOLAPO I,010_BATANGAS,"01022016"
12303,"0401022017",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,017_LAPOLAPO II,010_BATANGAS,"01022017"
12304,"0401022018",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,018_LEPUTE,010_BATANGAS,"01022018"
12305,"0401022019",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,019_LUMIL,010_BATANGAS,"01022019"
12306,"0401022020",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,020_NATUNUAN,010_BATANGAS,"01022020"
12307,"0401022021",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,021_PALANCA,010_BATANGAS,"01022021"
12308,"0401022022",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,022_PINAGTUNG-ULAN,010_BATANGAS,"01022022"
12309,"0401022023",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,023_POBLACION BARANGAY I,010_BATANGAS,"01022023"
12310,"0401022024",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,024_POBLACION BARANGAY II,010_BATANGAS,"01022024"
12311,"0401022025",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,025_POBLACION BARANGAY III,010_BATANGAS,"01022025"
12312,"0401022026",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,026_POBLACION BARANGAY IV,010_BATANGAS,"01022026"
12313,"0401022027",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,027_SABANG,010_BATANGAS,"01022027"
12314,"0401022028",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,028_SALABAN,010_BATANGAS,"01022028"
12315,"0401022029",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,029_SANTO CRISTO,010_BATANGAS,"01022029"
12316,"0401022030",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,030_MOJON-TAMPOY,010_BATANGAS,"01022030"
12317,"0401022031",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,031_TAYSAN,010_BATANGAS,"01022031"
12318,"0401022032",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,032_TUGTUG,010_BATANGAS,"01022032"
12319,"0401022033",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,033_BIGAIN SOUTH,010_BATANGAS,"01022033"
12320,"0401023001",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,001_ABUNG,010_BATANGAS,"01023001"
12321,"0401023002",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,002_BALAGBAG,010_BATANGAS,"01023002"
12322,"0401023003",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,003_BARUALTE,010_BATANGAS,"01023003"
12323,"0401023004",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,004_BATAAN,010_BATANGAS,"01023004"
12324,"0401023005",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,005_BUHAY NA SAPA,010_BATANGAS,"01023005"
12325,"0401023006",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,006_BULSA,010_BATANGAS,"01023006"
12326,"0401023007",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,007_CALICANTO,010_BATANGAS,"01023007"
12327,"0401023008",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,008_CALITCALIT,010_BATANGAS,"01023008"
12328,"0401023009",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,009_CALUBCUB I,010_BATANGAS,"01023009"
12329,"0401023010",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,010_CALUBCUB II,010_BATANGAS,"01023010"
12330,"0401023011",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,011_CATMON,010_BATANGAS,"01023011"
12331,"0401023012",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,012_COLOCONTO,010_BATANGAS,"01023012"
12332,"0401023013",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,013_ESCRIBANO,010_BATANGAS,"01023013"
12333,"0401023014",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,014_HUGOM,010_BATANGAS,"01023014"
12334,"0401023015",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,015_IMELDA,010_BATANGAS,"01023015"
12335,"0401023016",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,016_JANAOJANAO,010_BATANGAS,"01023016"
12336,"0401023017",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,017_LAIYA-IBABAO,010_BATANGAS,"01023017"
12337,"0401023018",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,018_LAIYA-APLAYA,010_BATANGAS,"01023018"
12338,"0401023019",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,019_LIBATO,010_BATANGAS,"01023019"
12339,"0401023020",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,020_LIPAHAN,010_BATANGAS,"01023020"
12340,"0401023021",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,021_MABALANOY,010_BATANGAS,"01023021"
12341,"0401023022",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,022_NAGSAULAY,010_BATANGAS,"01023022"
12342,"0401023023",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,023_MARAYKIT,010_BATANGAS,"01023023"
12343,"0401023024",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,024_MUZON,010_BATANGAS,"01023024"
12344,"0401023025",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,025_PALAHANAN I,010_BATANGAS,"01023025"
12345,"0401023026",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,026_PALAHANAN II,010_BATANGAS,"01023026"
12346,"0401023027",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,027_PALINGOWAK,010_BATANGAS,"01023027"
12347,"0401023028",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,028_PINAGBAYANAN,010_BATANGAS,"01023028"
12348,"0401023029",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,029_POBLACION,010_BATANGAS,"01023029"
12349,"0401023030",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,030_POCTOL,010_BATANGAS,"01023030"
12350,"0401023031",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,031_PULANGBATO,010_BATANGAS,"01023031"
12351,"0401023032",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,032_PUTINGBUHANGIN,010_BATANGAS,"01023032"
12352,"0401023033",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,033_QUIPOT,010_BATANGAS,"01023033"
12353,"0401023034",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,034_SAMPIRO,010_BATANGAS,"01023034"
12354,"0401023035",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,035_SAPANGAN,010_BATANGAS,"01023035"
12355,"0401023036",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,036_SICO I,010_BATANGAS,"01023036"
12356,"0401023037",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,037_SICO II,010_BATANGAS,"01023037"
12357,"0401023038",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,038_SUBUKIN,010_BATANGAS,"01023038"
12358,"0401023039",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,039_TALAHIBAN I,010_BATANGAS,"01023039"
12359,"0401023040",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,040_TALAHIBAN II,010_BATANGAS,"01023040"
12360,"0401023041",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,041_TICALAN,010_BATANGAS,"01023041"
12361,"0401023042",04_REGION IV-A (CALABARZON),010_BATANGAS,23_SAN JUAN,042_TIPAZ,010_BATANGAS,"01023042"
12362,"0401024001",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,001_ABIACAO,010_BATANGAS,"01024001"
12363,"0401024002",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,002_BAGONG TUBIG,010_BATANGAS,"01024002"
12364,"0401024003",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,003_BALAGTASIN,010_BATANGAS,"01024003"
12365,"0401024004",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,004_BALITE,010_BATANGAS,"01024004"
12366,"0401024005",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,005_BANOYO,010_BATANGAS,"01024005"
12367,"0401024006",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,006_BOBOY,010_BATANGAS,"01024006"
12368,"0401024007",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,007_BONLIW,010_BATANGAS,"01024007"
12369,"0401024008",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,008_CALUMPANG WEST,010_BATANGAS,"01024008"
12370,"0401024009",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,009_CALUMPANG EAST,010_BATANGAS,"01024009"
12371,"0401024010",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,010_DULANGAN,010_BATANGAS,"01024010"
12372,"0401024011",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,011_DURUNGAO,010_BATANGAS,"01024011"
12373,"0401024012",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,012_LOCLOC,010_BATANGAS,"01024012"
12374,"0401024013",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,013_LUYA,010_BATANGAS,"01024013"
12375,"0401024014",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,014_MAHABANG PARANG,010_BATANGAS,"01024014"
12376,"0401024015",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,015_MANGGAHAN,010_BATANGAS,"01024015"
12377,"0401024016",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,016_MUZON,010_BATANGAS,"01024016"
12378,"0401024019",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,019_SAN ANTONIO,010_BATANGAS,"01024019"
12379,"0401024020",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,020_SAN ISIDRO,010_BATANGAS,"01024020"
12380,"0401024021",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,021_SAN JOSE,010_BATANGAS,"01024021"
12381,"0401024022",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,022_SAN MARTIN,010_BATANGAS,"01024022"
12382,"0401024023",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,023_SANTA MONICA,010_BATANGAS,"01024023"
12383,"0401024024",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,024_TALIBA,010_BATANGAS,"01024024"
12384,"0401024025",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,025_TALON,010_BATANGAS,"01024025"
12385,"0401024026",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,026_TEJERO,010_BATANGAS,"01024026"
12386,"0401024027",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,027_TUNGAL,010_BATANGAS,"01024027"
12387,"0401024028",04_REGION IV-A (CALABARZON),010_BATANGAS,24_SAN LUIS,028_POBLACION,010_BATANGAS,"01024028"
12388,"0401025001",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,001_ABELO,010_BATANGAS,"01025001"
12389,"0401025002",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,002_BALETE,010_BATANGAS,"01025002"
12390,"0401025003",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,003_BALUK-BALUK,010_BATANGAS,"01025003"
12391,"0401025004",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,004_BANCORO,010_BATANGAS,"01025004"
12392,"0401025005",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,005_BANGIN,010_BATANGAS,"01025005"
12393,"0401025006",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,006_CALANGAY,010_BATANGAS,"01025006"
12394,"0401025007",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,007_HIPIT,010_BATANGAS,"01025007"
12395,"0401025009",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,009_MAABUD NORTH,010_BATANGAS,"01025009"
12396,"0401025010",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,010_MAABUD SOUTH,010_BATANGAS,"01025010"
12397,"0401025011",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,011_MUNLAWIN,010_BATANGAS,"01025011"
12398,"0401025012",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,012_PANSIPIT,010_BATANGAS,"01025012"
12399,"0401025013",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,013_POBLACION,010_BATANGAS,"01025013"
12400,"0401025014",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,014_SANTO NIÑO,010_BATANGAS,"01025014"
12401,"0401025015",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,015_SINTURISAN,010_BATANGAS,"01025015"
12402,"0401025016",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,016_TAGUDTOD,010_BATANGAS,"01025016"
12403,"0401025017",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,017_TALANG,010_BATANGAS,"01025017"
12404,"0401025018",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,018_ALAS-AS,010_BATANGAS,"01025018"
12405,"0401025019",04_REGION IV-A (CALABARZON),010_BATANGAS,25_SAN NICOLAS,019_PULANG-BATO,010_BATANGAS,"01025019"
12406,"0401026001",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,001_ALALUM,010_BATANGAS,"01026001"
12407,"0401026002",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,002_ANTIPOLO,010_BATANGAS,"01026002"
12408,"0401026003",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,003_BALIMBING,010_BATANGAS,"01026003"
12409,"0401026004",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,004_BANABA,010_BATANGAS,"01026004"
12410,"0401026005",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,005_BAYANAN,010_BATANGAS,"01026005"
12411,"0401026006",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,006_DANGLAYAN,010_BATANGAS,"01026006"
12412,"0401026007",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,007_DEL PILAR,010_BATANGAS,"01026007"
12413,"0401026008",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,008_GELERANG KAWAYAN,010_BATANGAS,"01026008"
12414,"0401026009",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,009_ILAT NORTH,010_BATANGAS,"01026009"
12415,"0401026010",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,010_ILAT SOUTH,010_BATANGAS,"01026010"
12416,"0401026011",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,011_KAINGIN,010_BATANGAS,"01026011"
12417,"0401026012",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,012_LAUREL,010_BATANGAS,"01026012"
12418,"0401026013",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,013_MALAKING POOK,010_BATANGAS,"01026013"
12419,"0401026014",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,014_MATAAS NA LUPA,010_BATANGAS,"01026014"
12420,"0401026015",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,015_NATUNUAN NORTH,010_BATANGAS,"01026015"
12421,"0401026016",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,016_NATUNUAN SOUTH,010_BATANGAS,"01026016"
12422,"0401026017",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,017_PADRE CASTILLO,010_BATANGAS,"01026017"
12423,"0401026018",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,018_PALSAHINGIN,010_BATANGAS,"01026018"
12424,"0401026019",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,019_PILA,010_BATANGAS,"01026019"
12425,"0401026020",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,020_POBLACION,010_BATANGAS,"01026020"
12426,"0401026021",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,021_POOK NI BANAL,010_BATANGAS,"01026021"
12427,"0401026022",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,022_POOK NI KAPITAN,010_BATANGAS,"01026022"
12428,"0401026023",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,023_RESPLANDOR,010_BATANGAS,"01026023"
12429,"0401026024",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,024_SAMBAT,010_BATANGAS,"01026024"
12430,"0401026025",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,025_SAN ANTONIO,010_BATANGAS,"01026025"
12431,"0401026026",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,026_SAN MARIANO,010_BATANGAS,"01026026"
12432,"0401026027",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,027_SAN MATEO,010_BATANGAS,"01026027"
12433,"0401026028",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,028_SANTA ELENA,010_BATANGAS,"01026028"
12434,"0401026029",04_REGION IV-A (CALABARZON),010_BATANGAS,26_SAN PASCUAL,029_SANTO NIÑO,010_BATANGAS,"01026029"
12435,"0401027001",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,001_ANTIPOLO,010_BATANGAS,"01027001"
12436,"0401027002",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,002_BIHIS,010_BATANGAS,"01027002"
12437,"0401027003",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,003_BUROL,010_BATANGAS,"01027003"
12438,"0401027004",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,004_CALAYAAN,010_BATANGAS,"01027004"
12439,"0401027005",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,005_CALUMALA,010_BATANGAS,"01027005"
12440,"0401027006",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,006_CUTA EAST,010_BATANGAS,"01027006"
12441,"0401027007",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,007_CUTANG CAWAYAN,010_BATANGAS,"01027007"
12442,"0401027008",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,008_IRUKAN,010_BATANGAS,"01027008"
12443,"0401027009",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,009_PACIFICO,010_BATANGAS,"01027009"
12444,"0401027010",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,010_POBLACION I,010_BATANGAS,"01027010"
12445,"0401027012",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,012_SAIMSIM,010_BATANGAS,"01027012"
12446,"0401027013",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,013_SAMPA,010_BATANGAS,"01027013"
12447,"0401027014",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,014_SINIPIAN,010_BATANGAS,"01027014"
12448,"0401027015",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,015_TAMBO IBABA,010_BATANGAS,"01027015"
12449,"0401027016",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,016_TAMBO ILAYA,010_BATANGAS,"01027016"
12450,"0401027017",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,017_POBLACION II,010_BATANGAS,"01027017"
12451,"0401027018",04_REGION IV-A (CALABARZON),010_BATANGAS,27_SANTA TERESITA,018_POBLACION III,010_BATANGAS,"01027018"
12452,"0401028001",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,001_BARANGAY I,010_BATANGAS,"01028001"
12453,"0401028002",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,002_BARANGAY II,010_BATANGAS,"01028002"
12454,"0401028003",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,003_BARANGAY III,010_BATANGAS,"01028003"
12455,"0401028004",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,004_BARANGAY IV,010_BATANGAS,"01028004"
12456,"0401028005",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,005_SAN AGUSTIN,010_BATANGAS,"01028005"
12457,"0401028006",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,006_SAN ANTONIO,010_BATANGAS,"01028006"
12458,"0401028007",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,007_SAN BARTOLOME,010_BATANGAS,"01028007"
12459,"0401028008",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,008_SAN FELIX,010_BATANGAS,"01028008"
12460,"0401028009",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,009_SAN FERNANDO,010_BATANGAS,"01028009"
12461,"0401028010",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,010_SAN FRANCISCO,010_BATANGAS,"01028010"
12462,"0401028011",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,011_SAN ISIDRO NORTE,010_BATANGAS,"01028011"
12463,"0401028012",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,012_SAN ISIDRO SUR,010_BATANGAS,"01028012"
12464,"0401028013",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,013_SAN JOAQUIN,010_BATANGAS,"01028013"
12465,"0401028014",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,014_SAN JOSE,010_BATANGAS,"01028014"
12466,"0401028015",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,015_SAN JUAN,010_BATANGAS,"01028015"
12467,"0401028016",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,016_SAN LUIS,010_BATANGAS,"01028016"
12468,"0401028017",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,017_SAN MIGUEL,010_BATANGAS,"01028017"
12469,"0401028018",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,018_SAN PABLO,010_BATANGAS,"01028018"
12470,"0401028019",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,019_SAN PEDRO,010_BATANGAS,"01028019"
12471,"0401028020",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,020_SAN RAFAEL,010_BATANGAS,"01028020"
12472,"0401028021",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,021_SAN ROQUE,010_BATANGAS,"01028021"
12473,"0401028022",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,022_SAN VICENTE,010_BATANGAS,"01028022"
12474,"0401028023",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,023_SANTA ANA,010_BATANGAS,"01028023"
12475,"0401028024",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,024_SANTA ANASTACIA,010_BATANGAS,"01028024"
12476,"0401028025",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,025_SANTA CLARA,010_BATANGAS,"01028025"
12477,"0401028026",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,026_SANTA CRUZ,010_BATANGAS,"01028026"
12478,"0401028027",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,027_SANTA ELENA,010_BATANGAS,"01028027"
12479,"0401028028",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,028_SANTA MARIA,010_BATANGAS,"01028028"
12480,"0401028029",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,029_SANTIAGO,010_BATANGAS,"01028029"
12481,"0401028030",04_REGION IV-A (CALABARZON),010_BATANGAS,28_CITY OF STO. TOMAS,030_SANTA TERESITA,010_BATANGAS,"01028030"
12482,"0401029001",04_REGION IV-A (CALABARZON),010_BATANGAS,29_TAAL,001_APACAY,010_BATANGAS,"01029001"
12483,"0401029002",04_REGION IV-A (CALABARZON),010_BATANGAS,29_TAAL,002_BALISONG,010_BATANGAS,"01029002"
12484,"0401029003",04_REGION IV-A (CALABARZON),010_BATANGAS,29_TAAL,003_BIHIS,010_BATANGAS,"01029003"
12485,"0401029004",04_REGION IV-A (CALABARZON),010_BATANGAS,29_TAAL,004_BOLBOK,010_BATANGAS,"01029004"
12486,"0401029005",04_REGION IV-A (CALABARZON),010_BATANGAS,29_TAAL,005_BULI,010_BATANGAS,"01029005"
12487,"0401029006",04_REGION IV-A (CALABARZON),010_BATANGAS,29_TAAL,006_BUTONG,010_BATANGAS,"01029006"
12488,"0401029007",04_REGION IV-A (CALABARZON),010_BATANGAS,29_TAAL,007_CARASUCHE,010_BATANGAS,"01029007"
12489,"0401029008",04_REGION IV-A (CALABARZON),010_BATANGAS,29_TAAL,008_CAWIT,010_BATANGAS,"01029008"
